2,2,10,25,0.8697,0.9495,0.4122,0.6256
2,2,10,50,0.8694,0.9514,0.3853,0.6054
2,2,10,100,0.8616,0.9132,0.5172,0.6872
2,2,10,200,0.8629,0.9346,0.4602,0.6558
2,2,10,300,0.8673,0.9226,0.5232,0.6948
2,2,20,25,0.8712,0.9275,0.5202,0.6946
2,2,20,50,0.8692,0.9420,0.4407,0.6443
2,2,20,100,0.8663,0.8983,0.5967,0.7321
2,2,20,200,0.8621,0.9242,0.4812,0.6669
2,2,20,300,0.8602,0.9381,0.4302,0.6353
2,2,50,25,0.8703,0.9436,0.4647,0.6622
2,2,50,50,0.8693,0.9284,0.5052,0.6849
2,2,50,100,0.8689,0.9281,0.5037,0.6837
2,2,50,200,0.8707,0.9414,0.4587,0.6571
2,2,50,300,0.8692,0.9148,0.5442,0.7056
2,2,100,25,0.8686,0.9433,0.4377,0.6426
2,2,100,50,0.8704,0.9721,0.2818,0.5234
2,2,100,100,0.8674,0.9346,0.4782,0.6685
2,2,100,200,0.8690,0.9420,0.4497,0.6509
2,2,100,300,0.8672,0.9359,0.4662,0.6605
2,2,150,25,0.8703,0.9310,0.5082,0.6879
2,2,150,50,0.8713,0.9365,0.4737,0.6661
2,2,150,100,0.8678,0.9521,0.4017,0.6185
2,2,150,200,0.8689,0.9433,0.4482,0.6502
2,2,150,300,0.8611,0.9708,0.2938,0.5341
2,4,10,25,0.8710,0.9300,0.4992,0.6814
2,4,10,50,0.8701,0.9368,0.4482,0.6480
2,4,10,100,0.8686,0.9346,0.4947,0.6800
2,4,10,200,0.8614,0.8954,0.5742,0.7170
2,4,10,300,0.8706,0.9491,0.4092,0.6232
2,4,20,25,0.8716,0.9401,0.4527,0.6524
2,4,20,50,0.8704,0.9414,0.4767,0.6699
2,4,20,100,0.8709,0.9330,0.4932,0.6783
2,4,20,200,0.8660,0.9401,0.4362,0.6404
2,4,20,300,0.8647,0.9521,0.3943,0.6127
2,4,50,25,0.8703,0.9365,0.4797,0.6703
2,4,50,50,0.8733,0.9391,0.4962,0.6826
2,4,50,100,0.8684,0.9378,0.4602,0.6570
2,4,50,200,0.8655,0.9462,0.4032,0.6177
2,4,50,300,0.8686,0.9504,0.3763,0.5980
2,4,100,25,0.8702,0.9213,0.5442,0.7081
2,4,100,50,0.8728,0.9443,0.4317,0.6385
2,4,100,100,0.8696,0.9365,0.4707,0.6640
2,4,100,200,0.8690,0.9407,0.4347,0.6395
2,4,100,300,0.8635,0.8951,0.5847,0.7234
2,4,150,25,0.8717,0.9459,0.4272,0.6357
2,4,150,50,0.8693,0.9304,0.4932,0.6774
2,4,150,100,0.8707,0.9245,0.5442,0.7093
2,4,150,200,0.8685,0.9207,0.5217,0.6930
2,4,150,300,0.8695,0.9411,0.4647,0.6613
2,8,10,25,0.8709,0.9498,0.4002,0.6166
2,8,10,50,0.8702,0.9262,0.5127,0.6891
2,8,10,100,0.8670,0.9265,0.5022,0.6821
2,8,10,200,0.8654,0.9378,0.4497,0.6494
2,8,10,300,0.8663,0.9365,0.4692,0.6629
2,8,20,25,0.8702,0.9423,0.4707,0.6660
2,8,20,50,0.8728,0.9543,0.3988,0.6169
2,8,20,100,0.8682,0.9453,0.4272,0.6355
2,8,20,200,0.8700,0.9440,0.4242,0.6328
2,8,20,300,0.8657,0.9449,0.4332,0.6398
2,8,50,25,0.8716,0.9459,0.4257,0.6346
2,8,50,50,0.8671,0.9213,0.5322,0.7002
2,8,50,100,0.8705,0.9533,0.3868,0.6072
2,8,50,200,0.8649,0.9420,0.4197,0.6288
2,8,50,300,0.8702,0.9563,0.3868,0.6082
2,8,100,25,0.8707,0.9401,0.4602,0.6578
2,8,100,50,0.8718,0.9300,0.5142,0.6915
2,8,100,100,0.8701,0.9365,0.4707,0.6640
2,8,100,200,0.8640,0.9504,0.3913,0.6098
2,8,100,300,0.8684,0.9174,0.5352,0.7007
2,8,150,25,0.8712,0.9427,0.4557,0.6554
2,8,150,50,0.8685,0.9355,0.4662,0.6604
2,8,150,100,0.8724,0.9372,0.4932,0.6799
2,8,150,200,0.8700,0.9258,0.5187,0.6930
2,8,150,300,0.8655,0.9042,0.5847,0.7271
2,16,10,25,0.8699,0.9313,0.5187,0.6950
2,16,10,50,0.8702,0.9326,0.5037,0.6854
2,16,10,100,0.8683,0.9343,0.4752,0.6663
2,16,10,200,0.8691,0.9546,0.4092,0.6251
2,16,10,300,0.8658,0.9265,0.4992,0.6801
2,16,20,25,0.8697,0.9381,0.4707,0.6645
2,16,20,50,0.8710,0.9475,0.4347,0.6418
2,16,20,100,0.8695,0.9430,0.4452,0.6480
2,16,20,200,0.8682,0.9501,0.4032,0.6190
2,16,20,300,0.8655,0.9407,0.4422,0.6450
2,16,50,25,0.8712,0.9307,0.5007,0.6826
2,16,50,50,0.8684,0.9443,0.4167,0.6273
2,16,50,100,0.8698,0.9368,0.4782,0.6693
2,16,50,200,0.8698,0.9449,0.4272,0.6354
2,16,50,300,0.8686,0.9414,0.4617,0.6593
2,16,100,25,0.8716,0.9511,0.4047,0.6204
2,16,100,50,0.8700,0.9411,0.4482,0.6495
2,16,100,100,0.8664,0.9608,0.3643,0.5916
2,16,100,200,0.8717,0.9294,0.5142,0.6913
2,16,100,300,0.8691,0.9355,0.4692,0.6626
2,16,150,25,0.8702,0.9482,0.4317,0.6398
